"","x","y","land_perc","temp","prec","grad","fore","diversity","diversity_PASS","active","upper","lower","right","left","upper_left","upper_right","lower_left","lower_right"
"181",-2302033.12519051,2236866.55441725,0.850398377003369,285.589201501729,21.212594242364,123.499437380817,2807623.6201939,0.858407079646018,0.84251968503937,1,1,1,1,0,0,1,0,1
"182",-2199627.52742533,2236866.55441725,1,287.244064930565,14.6983433834284,94.3870382008306,1492390.43338651,0.942477876106195,0.866141732283465,1,1,1,1,1,1,1,1,1
"183",-2097221.92966015,2236866.55441725,1,282.626467796233,14.0326185071435,78.9182649794725,2223849.65174084,1,0.94488188976378,1,1,1,1,1,1,1,1,1
"184",-1994816.33189497,2236866.55441725,1,281.745170256228,5.04353082353774,53.5495145531703,251256.586661764,0.889380530973451,0.811023622047244,1,1,1,1,1,1,1,1,1
"185",-1892410.73412979,2236866.55441725,1,282.407351304053,3.56216119755778,54.2834931149541,6820.97860569425,0.601769911504425,0.511811023622047,1,1,1,1,1,1,1,1,1
"186",-1790005.13636461,2236866.55441725,1,282.49206334393,4.19510781488693,50.7734649048104,10171.2243318382,0.420353982300885,0.409448818897638,1,1,1,1,1,1,1,1,1
"187",-1687599.53859943,2236866.55441725,1,280.987303596256,4.48094889194202,41.5366170275455,2713.1285009048,0.438053097345133,0.464566929133858,1,1,1,1,1,1,1,1,1
"188",-1585193.94083425,2236866.55441725,1,279.975226091878,5.13114679709162,46.93515091924,12988.6399808902,0.557522123893805,0.677165354330709,1,1,1,1,1,1,1,1,1
"189",-1482788.34306906,2236866.55441725,1,281.393379189618,4.39490700336629,41.6574217985856,18238.2260954397,0.84070796460177,0.826771653543307,1,1,1,1,1,1,1,1,1
"190",-1380382.74530388,2236866.55441725,1,281.89820800413,4.80415772963381,37.0020772864619,19868.3890845527,0.699115044247788,0.62992125984252,1,1,1,1,1,1,1,1,1
"191",-1277977.1475387,2236866.55441725,1,278.950320856321,7.86033884728714,71.9278106548926,212956.657400844,0.915929203539823,0.84251968503937,1,1,1,1,1,1,1,1,1
"192",-1175571.54977352,2236866.55441725,1,276.527529933319,6.18004107911175,55.8926267408688,276190.974031431,0.889380530973451,0.850393700787402,1,1,1,1,1,1,1,1,1
"193",-1073165.95200834,2236866.55441725,1,276.833134970231,5.09466193391288,51.5495638095926,186391.648418621,0.81858407079646,0.811023622047244,1,1,1,1,1,1,1,1,1
"194",-970760.354243158,2236866.55441725,1,279.515674281328,3.6099701326853,24.9564220202329,4040.1727686291,0.668141592920354,0.653543307086614,1,1,1,1,1,1,1,1,1
"195",-868354.756477977,2236866.55441725,1,279.554913072993,4.63772506708115,31.7669574934595,17580.1171609662,0.774336283185841,0.78740157480315,1,1,1,1,1,1,1,1,1
"196",-765949.158712796,2236866.55441725,1,280.234925385132,5.11362498558321,27.6430488129287,54862.091980725,0.876106194690266,0.858267716535433,1,1,1,1,1,1,1,1,1
"197",-663543.560947615,2236866.55441725,1,281.326232469702,5.48308244454477,18.8885691079848,36606.7650582802,0.876106194690266,0.866141732283465,1,1,1,1,1,1,1,1,1
"198",-561137.963182434,2236866.55441725,1,281.84202061955,6.46545019088405,16.7235486817987,52131.7561315512,0.774336283185841,0.779527559055118,1,1,1,1,1,1,1,1,1
"199",-458732.365417253,2236866.55441725,1,281.917339450239,7.26277745773262,14.7299722544821,2480.73408525417,0.707964601769911,0.62992125984252,1,1,1,1,1,1,1,1,1
"200",-356326.767652072,2236866.55441725,1,282.153912762254,7.83033439625746,12.5072495449271,12146.6660487118,0.70353982300885,0.653543307086614,1,1,1,1,1,1,1,1,1
"201",-253921.16988689,2236866.55441725,1,281.96480094806,8.60727820135399,11.3769722004132,20906.9755706371,0.747787610619469,0.653543307086614,1,1,1,1,1,1,1,1,1
"202",-151515.57212171,2236866.55441725,1,281.926579243284,9.24269276030397,8.16564323353256,25532.5627313884,0.650442477876106,0.574803149606299,1,1,1,1,1,1,1,1,1
"203",-49109.9743565284,2236866.55441725,1,281.322442238212,10.0087194060549,8.96640659606849,21141.4281278277,0.619469026548673,0.566929133858268,1,1,1,1,1,1,1,1,1
"204",53295.6234086528,2236866.55441725,1,281.010720694441,10.8154879909205,6.54514469197539,6020.69931023617,0.553097345132743,0.559055118110236,1,1,1,1,1,1,1,1,1
"205",155701.221173834,2236866.55441725,1,281.071705179879,11.8110783164891,3.59532459304478,16112.7898863963,0.584070796460177,0.535433070866142,1,1,1,1,1,1,1,1,1
"206",258106.818939015,2236866.55441725,1,280.877643755154,12.6614452399801,6.37841694451487,33663.9690284299,0.548672566371681,0.574803149606299,1,1,1,1,1,1,1,1,1
"207",360512.416704196,2236866.55441725,1,281.072691379283,13.0738612494377,18.0362085797272,309447.481529947,0.676991150442478,0.708661417322835,1,1,1,1,1,1,1,1,1
"208",462918.014469377,2236866.55441725,1,281.240285754443,13.0967898384127,20.0150950704539,391942.963436001,0.672566371681416,0.732283464566929,1,1,1,1,1,1,1,1,1
"209",565323.612234558,2236866.55441725,1,281.481836899256,12.7566927346805,8.92076517114059,85890.8580091914,0.738938053097345,0.732283464566929,1,1,1,1,1,1,1,1,1
"210",667729.20999974,2236866.55441725,1,281.758819825403,12.4942803148568,5.24452275731097,66783.581570986,0.699115044247788,0.708661417322835,1,1,1,1,1,1,1,1,1
"211",770134.80776492,2236866.55441725,1,282.119283593363,13.2472880901821,4.13720102243479,198165.270697453,0.734513274336283,0.779527559055118,1,1,1,1,1,1,1,1,1
"212",872540.405530102,2236866.55441725,1,281.93709038676,13.0416170718731,6.49750185129441,321207.253520085,0.738938053097345,0.779527559055118,1,1,1,1,1,1,1,1,1
"213",974946.003295283,2236866.55441725,1,282.101102878089,11.977099162724,5.08517551185095,187116.302317042,0.676991150442478,0.692913385826772,1,1,1,1,1,1,1,1,1
"214",1077351.60106046,2236866.55441725,0.575302347418989,282.476709908428,11.8405703797462,2.59163741643966,125383.304022434,0.601769911504425,0.645669291338583,1,1,1,0,1,1,0,1,1
"215",1179757.19882564,2236866.55441725,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"216",1282162.79659083,2236866.55441725,0.622296222413549,282.396755320096,15.5080939005212,9.08915013154645,586286.317152249,0.738938053097345,0.803149606299213,1,0,1,1,0,0,1,1,1
"217",1384568.39435601,2236866.55441725,0.938308010366629,281.264886639457,16.1948143569142,31.1791951406289,1478598.7720937,0.752212389380531,0.858267716535433,1,1,1,1,1,0,1,1,1
"218",1486973.99212119,2236866.55441725,1,281.114805572564,14.4479840918981,54.8226945603551,1567195.31434105,0.769911504424779,0.874015748031496,1,1,1,1,1,1,1,1,1
"219",1589379.58988637,2236866.55441725,1,281.788628809823,14.8822889015433,51.6331814987371,1165393.71427788,0.743362831858407,0.850393700787402,1,1,1,1,1,1,1,1,1
"220",1691785.18765155,2236866.55441725,1,281.685404956115,16.8819168938076,47.7556918693676,1382099.09242896,0.809734513274336,0.897637795275591,1,1,1,1,1,1,1,1,1
"221",1794190.78541673,2236866.55441725,0.94781124583,283.387175888855,17.3060812705046,40.0532591776602,1046433.9328616,0.792035398230089,0.866141732283465,1,1,1,1,1,1,1,1,0
"222",1896596.38318191,2236866.55441725,0.572690086954352,283.859909096307,17.1593832290521,25.9918769878109,916473.952286262,0.81858407079646,0.811023622047244,1,1,0,0,1,1,1,1,0
"223",1999001.98094709,2236866.55441725,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"224",2101407.57871227,2236866.55441725,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"225",2203813.17647746,2236866.55441725,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"226",-2302033.12519051,2030532.60630306,0.572231781128711,287.292786573522,13.5263740697059,79.8998842464176,950860.625662308,0.902654867256637,0.811023622047244,1,1,0,1,0,0,1,0,1
"227",-2199627.52742533,2030532.60630306,0.987486097461959,289.317849440326,7.3194561522998,26.0071327706504,31581.1195520991,0.84070796460177,0.771653543307087,1,1,1,1,1,1,1,0,1
"228",-2097221.92966015,2030532.60630306,1,285.708802032482,17.1202869585296,89.3709107056732,2226948.61768286,0.955752212389381,0.913385826771654,1,1,1,1,1,1,1,1,1
"229",-1994816.33189497,2030532.60630306,1,281.638454207241,6.56578983715089,87.1692879093815,672260.002067072,0.858407079646018,0.826771653543307,1,1,1,1,1,1,1,1,1
"230",-1892410.73412979,2030532.60630306,1,283.789939669128,2.36381348988712,47.4996852695777,18076.5294275509,0.623893805309734,0.606299212598425,1,1,1,1,1,1,1,1,1
"231",-1790005.13636461,2030532.60630306,1,281.483646309432,3.67437318776793,65.9270998031845,86098.7606379552,0.721238938053097,0.661417322834646,1,1,1,1,1,1,1,1,1
"232",-1687599.53859943,2030532.60630306,1,280.872651621952,3.96882887604634,52.813908790513,75388.638642511,0.619469026548673,0.614173228346457,1,1,1,1,1,1,1,1,1
"233",-1585193.94083425,2030532.60630306,1,280.534105187592,4.58084589810379,62.3879615064134,123198.216151139,0.676991150442478,0.68503937007874,1,1,1,1,1,1,1,1,1
"234",-1482788.34306906,2030532.60630306,1,283.457544917658,3.18040958051898,33.6887537343156,31787.9212805276,0.610619469026549,0.543307086614173,1,1,1,1,1,1,1,1,1
"235",-1380382.74530388,2030532.60630306,1,283.267889696944,4.94672247406284,43.9964790170606,64349.3094798701,0.761061946902655,0.748031496062992,1,1,1,1,1,1,1,1,1
"236",-1277977.1475387,2030532.60630306,1,279.204480532736,8.02000513456359,98.6409110533518,427730.819509035,0.924778761061947,0.905511811023622,1,1,1,1,1,1,1,1,1
"237",-1175571.54977352,2030532.60630306,1,279.151937641925,5.16769456590218,59.9852062393503,273514.053994926,0.81858407079646,0.866141732283465,1,1,1,1,1,1,1,1,1
"238",-1073165.95200834,2030532.60630306,1,280.440326166256,4.28586384718254,55.1743931281149,109084.761164271,0.774336283185841,0.763779527559055,1,1,1,1,1,1,1,1,1
"239",-970760.354243158,2030532.60630306,1,278.600583187198,6.71133185203311,55.324259156646,262381.116111107,0.805309734513274,0.858267716535433,1,1,1,1,1,1,1,1,1
"240",-868354.756477977,2030532.60630306,1,276.401685191027,8.22432218273184,67.7722448728983,715886.031485483,0.893805309734513,0.889763779527559,1,1,1,1,1,1,1,1,1
"241",-765949.158712796,2030532.60630306,1,280.061271241308,5.89095073081828,39.2298884442785,185300.765232597,0.924778761061947,0.952755905511811,1,1,1,1,1,1,1,1,1
"242",-663543.560947615,2030532.60630306,1,282.151608028436,5.4741313288448,11.5211468863629,4573.85518230828,0.672566371681416,0.582677165354331,1,1,1,1,1,1,1,1,1
"243",-561137.963182434,2030532.60630306,1,282.800929487698,6.12506203350843,9.24314993152877,8284.63402106224,0.619469026548673,0.496062992125984,1,1,1,1,1,1,1,1,1
"244",-458732.365417253,2030532.60630306,1,282.867100460585,7.12622916585329,12.2877157011611,3609.9098971456,0.561946902654867,0.519685039370079,1,1,1,1,1,1,1,1,1
"245",-356326.767652072,2030532.60630306,1,282.850160275164,8.16738285322467,11.2689989825724,18854.6428559618,0.544247787610619,0.551181102362205,1,1,1,1,1,1,1,1,1
"246",-253921.16988689,2030532.60630306,1,282.864621176004,9.06233787778876,7.64584689959908,8548.73578165355,0.63716814159292,0.574803149606299,1,1,1,1,1,1,1,1,1
"247",-151515.57212171,2030532.60630306,1,283.162398520111,9.78294281707628,6.4472255664183,23593.6263106091,0.5,0.496062992125984,1,1,1,1,1,1,1,1,1
"248",-49109.9743565284,2030532.60630306,1,283.363133732356,10.8199352297135,9.42598533848752,28509.9781784956,0.553097345132743,0.574803149606299,1,1,1,1,1,1,1,1,1
"249",53295.6234086528,2030532.60630306,1,283.113883491178,11.9165114302539,12.6385903339593,34959.8785805731,0.579646017699115,0.622047244094488,1,1,1,1,1,1,1,1,1
"250",155701.221173834,2030532.60630306,1,282.984508896596,12.6824750264387,10.1023400821132,126448.213772411,0.570796460176991,0.566929133858268,1,1,1,1,1,1,1,1,1
"251",258106.818939015,2030532.60630306,1,283.058411295392,13.0745334458788,9.93750843370257,175541.385660464,0.566371681415929,0.614173228346457,1,1,1,1,1,1,1,1,1
"252",360512.416704196,2030532.60630306,1,283.460786904528,13.2071253986044,8.14001976136206,207776.180070554,0.575221238938053,0.669291338582677,1,1,1,1,1,1,1,1,1
"253",462918.014469377,2030532.60630306,1,283.411624162803,13.2467917497752,6.75134597047217,176360.581531927,0.619469026548673,0.62992125984252,1,1,1,1,1,1,1,1,1
"254",565323.612234558,2030532.60630306,1,283.389717098467,13.1793662831205,5.81241208893257,108144.399371046,0.632743362831858,0.669291338582677,1,1,1,1,1,1,1,1,1
"255",667729.20999974,2030532.60630306,1,283.61792843649,13.5744186007415,3.54688385759344,66401.9829632442,0.663716814159292,0.68503937007874,1,1,1,1,1,1,1,1,1
"256",770134.80776492,2030532.60630306,1,283.493622161563,14.095883888725,4.0395529932435,86330.4237920726,0.690265486725664,0.724409448818898,1,1,1,1,1,1,1,1,1
"257",872540.405530102,2030532.60630306,1,283.439313156026,13.9412641411013,4.04315455914099,33309.2186640728,0.676991150442478,0.716535433070866,1,1,1,1,1,1,1,1,1
"258",974946.003295283,2030532.60630306,1,283.574771140636,13.5918666676829,3.48502946882949,21901.7969922218,0.592920353982301,0.661417322834646,1,1,1,1,1,1,1,1,1
"259",1077351.60106046,2030532.60630306,1,283.715040760611,13.9376554563706,5.09616077081547,53986.8388795952,0.676991150442478,0.68503937007874,1,1,1,1,1,1,0,1,1
"260",1179757.19882564,2030532.60630306,1,283.631304777095,14.3579199048179,17.5322407870057,488022.672440428,0.68141592920354,0.78740157480315,1,0,1,1,1,1,1,1,1
"261",1282162.79659083,2030532.60630306,1,283.75970908278,14.9000995026772,25.5775846242096,888619.874183003,0.707964601769911,0.78740157480315,1,1,1,1,1,0,1,1,1
"262",1384568.39435601,2030532.60630306,1,283.080387826501,16.2600623192075,36.3876734497763,1172909.85913614,0.734513274336283,0.874015748031496,1,1,1,1,1,1,1,1,1
"263",1486973.99212119,2030532.60630306,1,283.513786887203,14.6363572034016,50.6364431702117,1313059.6355087,0.769911504424779,0.889763779527559,1,1,1,1,1,1,1,1,1
"264",1589379.58988637,2030532.60630306,1,284.865695402529,15.8771913321478,31.5042629166796,698591.2837638,0.738938053097345,0.818897637795276,1,1,1,1,1,1,1,1,1
"265",1691785.18765155,2030532.60630306,0.90340800841168,285.711734306531,16.6969635646445,15.9022874751153,414555.25702286,0.81858407079646,0.763779527559055,1,1,1,1,1,1,1,1,1
"266",1794190.78541673,2030532.60630306,0.663829755935938,285.976060954314,16.5831203717585,5.84194396203981,579796.268553938,0.787610619469027,0.740157480314961,1,1,1,0,1,1,1,1,0
"267",1896596.38318191,2030532.60630306,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"268",1999001.98094709,2030532.60630306,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"269",2101407.57871227,2030532.60630306,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"270",2203813.17647746,2030532.60630306,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"271",-2302033.12519051,1824198.65818888,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"272",-2199627.52742533,1824198.65818888,0.998761952944397,288.678898015162,5.7959818461489,63.3335263687196,120411.750073341,0.831858407079646,0.755905511811024,1,1,1,1,0,1,1,0,1
"273",-2097221.92966015,1824198.65818888,1,289.638778967247,5.88376751459996,32.6795847373486,445143.2639805,0.924778761061947,0.84251968503937,1,1,1,1,1,1,1,1,1
"274",-1994816.33189497,1824198.65818888,1,281.014939563324,10.7322579835398,143.457010286975,1463420.75075463,0.933628318584071,0.94488188976378,1,1,1,1,1,1,1,1,1
"275",-1892410.73412979,1824198.65818888,1,285.174514696492,2.41823283340406,88.7883012779308,50643.7952926423,0.690265486725664,0.803149606299213,1,1,1,1,1,1,1,1,1
"276",-1790005.13636461,1824198.65818888,1,284.382562618256,2.6998078407705,45.3713521826635,43255.6953171661,0.247787610619469,0.283464566929134,1,1,1,1,1,1,1,1,1
"277",-1687599.53859943,1824198.65818888,1,284.581201799875,3.09371889197293,52.0532204486558,42938.277771474,0.579646017699115,0.669291338582677,1,1,1,1,1,1,1,1,1
"278",-1585193.94083425,1824198.65818888,1,283.580755798576,4.57439666126246,54.3954877566947,192817.542690326,0.553097345132743,0.637795275590551,1,1,1,1,1,1,1,1,1
"279",-1482788.34306906,1824198.65818888,1,282.621963040328,4.71780239613163,52.4315144303959,210395.874122521,0.814159292035398,0.897637795275591,1,1,1,1,1,1,1,1,1
"280",-1380382.74530388,1824198.65818888,1,280.623041428768,5.74309569089539,72.946113816834,406380.747113683,0.836283185840708,0.889763779527559,1,1,1,1,1,1,1,1,1
"281",-1277977.1475387,1824198.65818888,1,283.47692625544,3.66407664776918,64.535771954546,91078.9167403488,0.787610619469027,0.874015748031496,1,1,1,1,1,1,1,1,1
"282",-1175571.54977352,1824198.65818888,1,283.612582781686,4.38651918910005,75.2838243993968,181056.030669378,0.70353982300885,0.826771653543307,1,1,1,1,1,1,1,1,1
"283",-1073165.95200834,1824198.65818888,1,281.83793805917,5.59372944616373,82.7276435451484,303572.395272415,0.787610619469027,0.874015748031496,1,1,1,1,1,1,1,1,1
"284",-970760.354243158,1824198.65818888,1,277.919111742408,8.07226664836854,117.36583129241,641721.949628382,0.809734513274336,0.874015748031496,1,1,1,1,1,1,1,1,1
"285",-868354.756477977,1824198.65818888,1,275.825168150362,7.51335331500797,118.790633663725,703906.555885858,0.831858407079646,0.866141732283465,1,1,1,1,1,1,1,1,1
"286",-765949.158712796,1824198.65818888,1,281.259563891059,6.27392980945461,51.0980946704456,315345.771447694,0.898230088495575,0.921259842519685,1,1,1,1,1,1,1,1,1
"287",-663543.560947615,1824198.65818888,1,282.877855116009,5.26928601252969,10.5325289367245,2018.43828361336,0.668141592920354,0.645669291338583,1,1,1,1,1,1,1,1,1
"288",-561137.963182434,1824198.65818888,1,283.643391925878,5.94086984343987,7.01502650872022,4400.78185858329,0.539823008849557,0.535433070866142,1,1,1,1,1,1,1,1,1
"289",-458732.365417253,1824198.65818888,1,284.273098160095,6.81209137021271,8.44964164145103,6647.04133028256,0.513274336283186,0.503937007874016,1,1,1,1,1,1,1,1,1
"290",-356326.767652072,1824198.65818888,1,284.694994839189,7.86576071014993,9.04992757412136,5023.33196760366,0.570796460176991,0.574803149606299,1,1,1,1,1,1,1,1,1
"291",-253921.16988689,1824198.65818888,1,284.983747399383,9.05688596322371,9.44681911203325,16346.212932521,0.526548672566372,0.503937007874016,1,1,1,1,1,1,1,1,1
"292",-151515.57212171,1824198.65818888,1,285.323096993333,10.3540257115821,7.97902053286217,27627.3125888762,0.610619469026549,0.622047244094488,1,1,1,1,1,1,1,1,1
"293",-49109.9743565284,1824198.65818888,1,285.176625281652,11.7549819007068,10.6114625404445,55204.8273901763,0.650442477876106,0.68503937007874,1,1,1,1,1,1,1,1,1
"294",53295.6234086528,1824198.65818888,1,285.359390645297,13.0486862057689,11.0397633631788,122103.53674441,0.63716814159292,0.669291338582677,1,1,1,1,1,1,1,1,1
"295",155701.221173834,1824198.65818888,1,285.115306780018,14.1546715044729,9.83202621442688,163840.966583386,0.650442477876106,0.677165354330709,1,1,1,1,1,1,1,1,1
"296",258106.818939015,1824198.65818888,1,285.220361547545,14.3801913555177,9.33732761460059,244671.522742787,0.561946902654867,0.661417322834646,1,1,1,1,1,1,1,1,1
"297",360512.416704196,1824198.65818888,1,285.32842134921,14.3703753904121,9.85434732945972,364675.23748646,0.592920353982301,0.677165354330709,1,1,1,1,1,1,1,1,1
"298",462918.014469377,1824198.65818888,1,285.484451349245,14.1142915785845,9.88572931207581,352346.19399059,0.646017699115044,0.708661417322835,1,1,1,1,1,1,1,1,1
"299",565323.612234558,1824198.65818888,1,285.392858283874,14.3705395097117,3.77739452176551,157736.374799793,0.632743362831858,0.677165354330709,1,1,1,1,1,1,1,1,1
"300",667729.20999974,1824198.65818888,1,285.448314739683,15.226840812909,3.93416631416229,159775.365145689,0.588495575221239,0.637795275590551,1,1,1,1,1,1,1,1,1
"301",770134.80776492,1824198.65818888,1,285.325553775457,16.3107902005972,10.4584101862522,529687.276167527,0.592920353982301,0.645669291338583,1,1,1,1,1,1,1,1,1
"302",872540.405530102,1824198.65818888,1,285.331087542525,16.6200751192295,10.5831292498952,523393.325582059,0.588495575221239,0.669291338582677,1,1,1,1,1,1,1,1,1
"303",974946.003295283,1824198.65818888,1,285.477466847488,16.2028064557674,15.106420961013,411187.019264157,0.597345132743363,0.669291338582677,1,1,1,1,1,1,1,1,1
"304",1077351.60106046,1824198.65818888,1,285.272021004098,16.0361301736,20.5669497808736,719077.290529617,0.588495575221239,0.68503937007874,1,1,1,1,1,1,1,1,1
"305",1179757.19882564,1824198.65818888,1,285.522644299606,15.797119236853,28.2016934322899,1296826.54146803,0.610619469026549,0.700787401574803,1,1,1,1,1,1,1,1,1
"306",1282162.79659083,1824198.65818888,1,284.803990489423,17.1259658087477,49.1200844900561,1909354.99371922,0.610619469026549,0.740157480314961,1,1,1,1,1,1,1,1,1
"307",1384568.39435601,1824198.65818888,1,283.268362536287,17.162785222376,74.6671868055491,2097891.02228343,0.70353982300885,0.858267716535433,1,1,1,1,1,1,1,1,1
"308",1486973.99212119,1824198.65818888,1,285.480053445347,15.4912494524232,50.9911018425861,1539291.71258843,0.676991150442478,0.771653543307087,1,1,1,1,1,1,1,1,1
"309",1589379.58988637,1824198.65818888,0.974536576395203,287.039219247047,15.7357509395537,11.33166067035,1463355.75283429,0.619469026548673,0.645669291338583,1,1,1,1,1,1,1,1,1
"310",1691785.18765155,1824198.65818888,0.592496643890369,287.99064358215,16.5457351854322,6.33257892078198,1301431.13849391,0.721238938053097,0.661417322834646,1,1,1,1,1,1,1,1,1
"311",1794190.78541673,1824198.65818888,0.252329938343298,287.723445515154,16.1259777047797,3.4424018218013,768280.628140247,0.747787610619469,0.68503937007874,1,1,1,0,1,1,0,1,0
"312",1896596.38318191,1824198.65818888,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"313",1999001.98094709,1824198.65818888,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"314",2101407.57871227,1824198.65818888,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"315",2203813.17647746,1824198.65818888,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"316",-2302033.12519051,1617864.71007469,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"317",-2199627.52742533,1617864.71007469,0.582820246076504,288.213824050435,6.6059396574651,64.2052347260782,24125.0262482238,0.761061946902655,0.716535433070866,1,1,0,1,0,0,1,0,0
"318",-2097221.92966015,1617864.71007469,0.983789732276583,289.499432049946,4.36285649272815,52.7225643228306,98351.6198043406,0.823008849557522,0.84251968503937,1,1,0,1,1,1,1,0,1
"319",-1994816.33189497,1617864.71007469,1,287.373300489656,5.22323771633293,91.6791370295101,791807.260106971,0.951327433628319,0.952755905511811,1,1,1,1,1,1,1,0,1
"320",-1892410.73412979,1617864.71007469,1,290.570831103916,1.95107348044321,64.4359500890762,11135.1282801751,0.482300884955752,0.480314960629921,1,1,1,1,1,1,1,1,1
"321",-1790005.13636461,1617864.71007469,1,291.398300220186,1.90029754898458,58.3473575193946,17678.6473533463,0.517699115044248,0.519685039370079,1,1,1,1,1,1,1,1,1
"322",-1687599.53859943,1617864.71007469,1,290.996319699634,2.48321846803869,57.7871250948889,27509.7479516699,0.442477876106195,0.519685039370079,1,1,1,1,1,1,1,1,1
"323",-1585193.94083425,1617864.71007469,1,290.00779799538,3.252819751053,73.3437574608343,38251.9740973786,0.623893805309734,0.755905511811024,1,1,1,1,1,1,1,1,1
"324",-1482788.34306906,1617864.71007469,1,285.604673679904,4.93779919299009,63.6952916366849,135712.872664113,0.690265486725664,0.748031496062992,1,1,1,1,1,1,1,1,1
"325",-1380382.74530388,1617864.71007469,1,285.497271056059,3.69598242956901,53.8152610549651,121540.231046385,0.588495575221239,0.700787401574803,1,1,1,1,1,1,1,1,1
"326",-1277977.1475387,1617864.71007469,1,285.42969285621,2.86413189947712,51.0697682982138,50335.1396341623,0.429203539823009,0.582677165354331,1,1,1,1,1,1,1,1,1
"327",-1175571.54977352,1617864.71007469,1,284.557274112613,3.39921867641245,40.6974539252473,113629.236504715,0.668141592920354,0.740157480314961,1,1,1,1,1,1,1,1,1
"328",-1073165.95200834,1617864.71007469,1,282.154784666144,5.2628512755998,54.4299777797484,263256.239286339,0.889380530973451,0.937007874015748,1,1,1,1,1,1,1,1,1
"329",-970760.354243158,1617864.71007469,1,278.666614119346,8.11600549105343,95.7787443570526,577176.744156363,0.805309734513274,0.897637795275591,1,1,1,1,1,1,1,1,1
"330",-868354.756477977,1617864.71007469,1,278.526335624057,5.43448938583929,55.2530461653468,340808.035882244,0.964601769911504,1,1,1,1,1,1,1,1,1,1
"331",-765949.158712796,1617864.71007469,1,281.900915162505,6.24343818748216,50.2962357482124,322410.872386957,0.880530973451327,0.905511811023622,1,1,1,1,1,1,1,1,1
"332",-663543.560947615,1617864.71007469,1,284.601539574694,5.16932177706879,19.4353684757161,13313.9279733384,0.761061946902655,0.818897637795276,1,1,1,1,1,1,1,1,1
"333",-561137.963182434,1617864.71007469,1,285.471027945059,5.74347537625137,7.54313920281098,1385.97066276625,0.628318584070796,0.535433070866142,1,1,1,1,1,1,1,1,1
"334",-458732.365417253,1617864.71007469,1,285.964123031248,6.55894027433496,4.78299316473722,1390.67773036023,0.539823008849557,0.456692913385827,1,1,1,1,1,1,1,1,1
"335",-356326.767652072,1617864.71007469,1,286.380745151048,7.81811058100116,7.29727064955952,1066.22482353034,0.592920353982301,0.559055118110236,1,1,1,1,1,1,1,1,1
"336",-253921.16988689,1617864.71007469,1,286.87975526922,9.51676457938908,6.35752919914714,13221.9611492715,0.769911504424779,0.661417322834646,1,1,1,1,1,1,1,1,1
"337",-151515.57212171,1617864.71007469,1,287.073677869912,11.5140933315682,4.36852338982412,6078.77203467887,0.548672566371681,0.52755905511811,1,1,1,1,1,1,1,1,1
"338",-49109.9743565284,1617864.71007469,1,286.858697100145,13.1885139098209,10.2487241312992,55012.4358416895,0.575221238938053,0.598425196850394,1,1,1,1,1,1,1,1,1
"339",53295.6234086528,1617864.71007469,1,286.89389450735,14.7399033567413,7.24724727220172,97357.9078146843,0.570796460176991,0.614173228346457,1,1,1,1,1,1,1,1,1
"340",155701.221173834,1617864.71007469,1,286.764839680176,15.7477821172419,9.00454697080761,248607.634094157,0.632743362831858,0.677165354330709,1,1,1,1,1,1,1,1,1
"341",258106.818939015,1617864.71007469,1,286.503488774447,15.7873986071279,16.1697774463124,626180.435931627,0.601769911504425,0.692913385826772,1,1,1,1,1,1,1,1,1
"342",360512.416704196,1617864.71007469,1,286.345301063905,16.1482254798384,17.147683187812,868101.068566183,0.584070796460177,0.692913385826772,1,1,1,1,1,1,1,1,1
"343",462918.014469377,1617864.71007469,1,286.618034225049,16.2222457472544,20.6025558567923,1154539.99961181,0.601769911504425,0.661417322834646,1,1,1,1,1,1,1,1,1
"344",565323.612234558,1617864.71007469,1,287.131361880815,16.6560791152837,8.37933939331057,358119.187591928,0.632743362831858,0.677165354330709,1,1,1,1,1,1,1,1,1
"345",667729.20999974,1617864.71007469,1,287.300226034024,17.3704391444269,10.1532526948121,464174.686125433,0.610619469026549,0.637795275590551,1,1,1,1,1,1,1,1,1
"346",770134.80776492,1617864.71007469,1,287.334765617441,17.732076288523,11.8242138832481,544947.832771675,0.579646017699115,0.637795275590551,1,1,1,1,1,1,1,1,1
